'Elapsed time','V5','V2'
'0:09.400',0.130,-1.425
'0:09.403',0.130,-1.580
'0:09.406',0.090,-1.730
'0:09.408',0.060,-1.890
'0:09.411',0.040,-2.050
'0:09.414',0.055,-2.235
'0:09.417',0.045,-2.440
'0:09.419',0.050,-2.620
'0:09.422',0.030,-2.740
'0:09.425',-0.005,-2.835
'0:09.428',-0.030,-2.940
'0:09.431',-0.065,-3.025
'0:09.433',-0.075,-3.095
'0:09.436',-0.140,-3.145
'0:09.439',-0.200,-3.185
'0:09.442',-0.235,-3.225
'0:09.444',-0.280,-3.245
'0:09.447',-0.325,-3.235
'0:09.450',-0.375,-3.240
'0:09.453',-0.450,-3.255
'0:09.456',-0.525,-3.270
'0:09.458',-0.580,-3.270
'0:09.461',-0.570,-3.250
'0:09.464',-0.530,-3.235
'0:09.467',-0.470,-3.205
'0:09.469',-0.440,-3.190
'0:09.472',-0.425,-3.150
'0:09.475',-0.415,-3.075
'0:09.478',-0.425,-2.960
'0:09.481',-0.440,-2.840
'0:09.483',-0.440,-2.730
'0:09.486',-0.450,-2.565
'0:09.489',-0.465,-2.415
'0:09.492',-0.465,-2.220
'0:09.494',-0.440,-2.015
'0:09.497',-0.410,-1.800
'0:09.500',-0.370,-1.580
'0:09.503',-0.350,-1.325
'0:09.506',-0.355,-1.115
'0:09.508',-0.385,-0.905
'0:09.511',-0.400,-0.685
'0:09.514',-0.410,-0.480
'0:09.517',-0.405,-0.295
'0:09.519',-0.415,-0.115
'0:09.522',-0.435,0.035
'0:09.525',-0.450,0.195
'0:09.528',-0.450,0.335
'0:09.531',-0.440,0.475
'0:09.533',-0.430,0.565
'0:09.536',-0.435,0.635
'0:09.539',-0.430,0.700
'0:09.542',-0.440,0.740
'0:09.544',-0.420,0.795
'0:09.547',-0.410,0.850
'0:09.550',-0.395,0.890
'0:09.553',-0.390,0.940
'0:09.556',-0.395,0.950
'0:09.558',-0.400,0.995
'0:09.561',-0.395,1.045
'0:09.564',-0.375,1.090
'0:09.567',-0.375,1.105
'0:09.569',-0.375,1.135
'0:09.572',-0.380,1.165
'0:09.575',-0.375,1.180
'0:09.578',-0.370,1.235
'0:09.581',-0.360,1.270
'0:09.583',-0.340,1.305
'0:09.586',-0.355,1.330
'0:09.589',-0.360,1.355
'0:09.592',-0.370,1.385
'0:09.594',-0.345,1.425
'0:09.597',-0.345,1.480
'0:09.600',-0.330,1.495
'0:09.603',-0.335,1.530
'0:09.606',-0.330,1.540
'0:09.608',-0.340,1.565
'0:09.611',-0.330,1.610
'0:09.614',-0.340,1.645
'0:09.617',-0.330,1.685
'0:09.619',-0.320,1.705
'0:09.622',-0.310,1.730
'0:09.625',-0.325,1.745
'0:09.628',-0.325,1.790
'0:09.631',-0.305,1.825
'0:09.633',-0.290,1.850
'0:09.636',-0.290,1.875
'0:09.639',-0.295,1.875
'0:09.642',-0.300,1.910
'0:09.644',-0.295,1.935
'0:09.647',-0.290,1.955
'0:09.650',-0.260,1.970
'0:09.653',-0.265,1.975
'0:09.656',-0.275,1.975
'0:09.658',-0.275,1.975
'0:09.661',-0.275,1.990
'0:09.664',-0.255,1.995
'0:09.667',-0.230,1.995
'0:09.669',-0.245,1.990
'0:09.672',-0.250,1.970
'0:09.675',-0.250,1.945
'0:09.678',-0.240,1.930
'0:09.681',-0.230,1.920
'0:09.683',-0.225,1.890
'0:09.686',-0.225,1.855
'0:09.689',-0.235,1.810
'0:09.692',-0.225,1.765
'0:09.694',-0.210,1.730
'0:09.697',-0.210,1.695
'0:09.700',-0.205,1.655
'0:09.703',-0.200,1.595
'0:09.706',-0.205,1.525
'0:09.708',-0.215,1.465
'0:09.711',-0.205,1.425
'0:09.714',-0.195,1.355
'0:09.717',-0.200,1.305
'0:09.719',-0.205,1.230
'0:09.722',-0.210,1.155
'0:09.725',-0.215,1.095
'0:09.728',-0.230,1.055
'0:09.731',-0.210,1.000
'0:09.733',-0.195,0.955
'0:09.736',-0.210,0.895
'0:09.739',-0.225,0.820
'0:09.742',-0.225,0.760
'0:09.744',-0.225,0.705
'0:09.747',-0.230,0.660
'0:09.750',-0.235,0.605
'0:09.753',-0.240,0.555
'0:09.756',-0.245,0.490
'0:09.758',-0.255,0.440
'0:09.761',-0.255,0.415
'0:09.764',-0.255,0.385
'0:09.767',-0.250,0.350
'0:09.769',-0.255,0.300
'0:09.772',-0.270,0.260
'0:09.775',-0.290,0.215
'0:09.778',-0.285,0.195
'0:09.781',-0.285,0.185
'0:09.783',-0.280,0.155
'0:09.786',-0.295,0.120
'0:09.789',-0.300,0.085
'0:09.792',-0.315,0.065
'0:09.794',-0.325,0.055
'0:09.797',-0.310,0.050
'0:09.800',-0.300,0.030
'0:09.803',-0.300,0.015
'0:09.806',-0.310,-0.010
'0:09.808',-0.330,-0.015
'0:09.811',-0.330,-0.025
'0:09.814',-0.320,-0.025
'0:09.817',-0.325,-0.030
'0:09.819',-0.315,-0.040
'0:09.822',-0.325,-0.060
'0:09.825',-0.335,-0.075
'0:09.828',-0.340,-0.070
'0:09.831',-0.335,-0.060
'0:09.833',-0.325,-0.075
'0:09.836',-0.325,-0.075
'0:09.839',-0.325,-0.075
'0:09.842',-0.340,-0.095
'0:09.844',-0.340,-0.075
'0:09.847',-0.340,-0.060
'0:09.850',-0.330,-0.070
'0:09.853',-0.330,-0.065
'0:09.856',-0.335,-0.075
'0:09.858',-0.335,-0.070
'0:09.861',-0.340,-0.065
'0:09.864',-0.335,-0.060
'0:09.867',-0.335,-0.055
'0:09.869',-0.330,-0.055
'0:09.872',-0.335,-0.060
'0:09.875',-0.335,-0.070
'0:09.878',-0.345,-0.060
'0:09.881',-0.340,-0.030
'0:09.883',-0.320,-0.040
'0:09.886',-0.310,-0.045
'0:09.889',-0.330,-0.045
'0:09.892',-0.350,-0.060
'0:09.894',-0.340,-0.035
'0:09.897',-0.330,-0.025
'0:09.900',-0.335,-0.030
'0:09.903',-0.315,-0.025
'0:09.906',-0.320,-0.025
'0:09.908',-0.335,-0.040
'0:09.911',-0.330,-0.020
'0:09.914',-0.330,-0.010
'0:09.917',-0.325,-0.025
'0:09.919',-0.320,-0.035
'0:09.922',-0.330,-0.030
'0:09.925',-0.330,-0.030
'0:09.928',-0.345,-0.025
'0:09.931',-0.335,-0.015
'0:09.933',-0.330,-0.030
'0:09.936',-0.335,-0.040
'0:09.939',-0.340,-0.040
'0:09.942',-0.340,-0.050
'0:09.944',-0.340,-0.040
'0:09.947',-0.350,-0.035
'0:09.950',-0.340,-0.040
'0:09.953',-0.340,-0.045
'0:09.956',-0.350,-0.065
'0:09.958',-0.355,-0.070
'0:09.961',-0.345,-0.085
'0:09.964',-0.340,-0.060
'0:09.967',-0.335,-0.070
'0:09.969',-0.350,-0.085
'0:09.972',-0.355,-0.100
'0:09.975',-0.355,-0.105
'0:09.978',-0.380,-0.105
'0:09.981',-0.370,-0.105
'0:09.983',-0.355,-0.095
'0:09.986',-0.350,-0.115
'0:09.989',-0.370,-0.115
'0:09.992',-0.370,-0.135
'0:09.994',-0.360,-0.115
'0:09.997',-0.360,-0.125
